,review_score,review_comment_message
36729,5,"Loja entregou o produto antes do prazo, recomendo"
36730,5,recebi no prazo.
36731,5,"Excelente prestação de serviço.
"
36732,1,"Gostaria de um vale troca!
Aguardando número de postagem."
36733,4,"Otimo produto, entrega perfeira"
36734,3,"o problema foram os correios q devolveram a encomenda p Salvador, levou o dobro do tempo"
36735,5,"A mochila é linda e consideravelmente grande, sua parte maior cabe um notebook e vários cadernos, além disso ela tem bolsos menores para colocar vários objetos. Estou satisfeita com minha aquisição."
36736,5,Atendeu às expectativas e a necessidade do momento.
36737,1,"Péssima qualidade do produto.
O cobre leito esta parecendo um lençol com babado. Já comprei cobre leito no baratheon e parecia quase um edredom. Vcs deveriam escolher melhor os logistas participantes."
36738,3,"Uma crítica é quanto a entrega.
Efetuei o pagamento do frete e tive de ir buscar o produto nos correios, tendo de pagar passagem para tanto."
36739,1,Insatisfação total com essa loja vende um produto é não entrega tremenda falta de respeito 
36740,5,HOUVE UM PROBLEMA COM OS CORREIOS...
36741,5,Foi ótimo....ok...
36742,1,Quero meu produto 
36743,5,Entrega super rápida 
36744,1,"Estou aguardando a encomenda. 
Recebi o aviso de dificuldade na entrega, mas ninguém entrou em contato para dizer o q realmente aconteceu. "
36745,5,super recomendo
36746,4,"Entregue dentro do prazo direitinho só acho que está com defeito pq coloquei p carregar uma noite ineira e não funcionou. Queria saber como trocar.
"
36747,5,Ótimo produto! Entrega no prazo! Excelente!
36748,5,Adorei
36749,5,tudo perfeito
36750,5,Tudo ok!! Recebi no prazo. 
36751,5,As mamadeiras chegaram perfeitas e antes de prazo.
36752,5,"Produto como descrito, chegou antes do prazo final!"
36753,4,"Poderia ser mais fácil colocar os fios na base, pois é necessário muito ""jeitinho"" e força, no entanto, o produto atende."
36754,5,"Parabéns, estou muito feliz. Produto correto, entrega antes da data prevista. Quero comprar outras vezes. Super recomendo. Obrigada "
36755,5,"Produto muito bom,superou minhas expectativas."
36756,1,"comprei o produto e ate hj não recebir
"
36757,4,"Rapidez, preço bom, com qualidade, recomendo."
36758,5,"super recomendo, ótimo produto além de receber a encomenda bem antes do prazo."
36759,5,Recomendo
36760,1,Produto muito ruim.
36761,2,"A caixa chegou um pouco úmida. Quando abri o pacote o relógio estava um pouco sujo de ferrugem, mas passei um pano e ficou td certo.
"
36762,1,Nao recebi o produto...e foi pago!!!!!Nao recomendo essa loja!!!!
36763,5,"Carteira veio conforme anunciado e é de ótima qualidade, recomendo!"
36764,1,Recebi somente um guarda-chuva sendo que comprei e paguei por 2. Aguardo receber a outra parte do meu pedido.
36765,5,O Produto chegou com a caixa violada tanto a caixa de entrega quanto a caixa protetora do produto. 
36766,5,Recomendo
36767,1,Quero devolver porque veio tudo diferente e muito feio para criança 
36768,4,Ok
36769,3,"Produto de boa qualidade e preço bom, mas prazo de entrega muito longo e frete considerado caro, o que pode inviabilizar a compra."
36770,5,Entrgou no prazo. O produto é bom 
36771,5,Produto muito bom
36772,5,"Parabéns 
Qualidade com muita perfeição, comprarei mais.
Obrigada 
Janieide"
36773,5,"O produto chegou dentro do prazo, o preço estava ótimo em comparação com outras lojas."
36774,1,Loja razuavel
36775,5,Recebe tudo certo e rápido! 
36776,5,Entregue no prazo. Bem embalado. Muito bom!
36777,1,Só recebi duas luminárias de cinco que pedi. Solicito uma posição para entrega dos três que estão faltando. 
36778,5,Eu gostei do produto entre.
36779,5,Chegou no tempo previsto.
36780,2,"Comprei o produto na cor branca, que era, inclusive, mais cara. Porém recebi o produto na cor preta. "
36781,5,"Gostei do produto, chegou antes do prazo, e recomendo, sim, com certeza! "
36782,5,"boa noite !
até o exato momento não recebi o meu produto
que comprei.
gostaria de obter uma imformação sobre o motivo
do atrazo"
36783,5,"Adorei !!!!
"
36784,1,Faltou a FLANGE da cadeira que e considerada a peça mais importante.
36785,5,Excelente 
36786,5,Fiquei muito satisfeita chegou bom rápido!
36787,5,O produto é excelente.. já experimentei de outras marcas mas o da optimum é o melhor. Recomendo a loja! Todo processo de compra excelente!
36788,4,Bom
36789,5,A experiência da compra foi muito satisfatória.
36790,5,"Não há problema com relação aos produtos e nem com a data de entrega, sempre recebo meus pedidos bem antes da previsão, por isso sempre faço meus pedidos pela lannister.com"
36791,4,Sem observações
36792,5,Muito boa e rapida entregou antes do prazo
36793,1,"O prazo para entrega do produto seria 02/01/2018 
O produto consta ""aguardando nota fiscal "" 
O prazo não foi cumprido e não existe uma nova data para entrega ."
36794,5,chegou dentro do prazo. Produto chegou de acordo com minha expectativa.
36795,5,Amei!!!
36796,5,Transação eficaz e tranquila. 
36797,4,Foi o produto correto
36798,5,Satisfeito estou no aguardo do 2 pedido.
36799,5,Rdgs
36800,5,Otimo produto 
36801,5,Recebi o produto corretamente como havia comprado 
36802,5,Continue assim
36803,4,Excelente Produto!
36804,3,Só não gostei muito da qualidade do produto!
36805,5,Entrega no prazo. Produto muito bom.
36806,2,comprei um produto e recebi outro
36807,5,otimo produto entregue muito antes do prazo
36808,2,Demora muito pra chegar
36809,2,Ainda nao recebi meu produt
36810,5,Ótimo atendimento e fácil de comprar
36811,3,"O produto está quase completo, porém ao invés de vir um controle original, veio um alternativo."
36812,5,"Ótimo site e loja, produto entegue rapido e com qualidade ótima."
36813,5,Ótimo produto acabamento muito bom gostei muito recomendo a todos
36814,5,maravilhoso! linda....
36815,5,Perfeito!!! entrega muitíssimo antes do previsto. produto muito bonito e com qualidade.
36816,5,Foram muito ágeis no envio do produto. Chegou antes do prazo estipulado. Muito bem embalado.
36817,1,Comprei no dia 16/02 e ainda não recebi. 
36818,5,Excelente atendimento e entrega obrigado lannister...
36819,1,"Gostaria de saber sobre a devolução do produto,pois informaram que seria 48 horas pra confirmar a devolução e até o momento nada."
36820,5,"Amei o produto, e veio antes do previsto 😍"
36821,5,Fácil instalação 
36822,5,"excelente serviço, entregaram o produto antes do prazo."
36823,1,"Comprei oito fronhas, mas chegaram apenas quatro."
36824,4,Produto conforme anunciado e entrega dentro do prazo. 
36825,1,Ooo
36826,4,Ainda não tenho como avaliar a compra pois os Correios atrasaram a entrega e ainda não recebi o produto.
36827,5,entrega rápida parabéns! 
36828,1,"mandei uma mensagem, para tentar resolver o problema e ate o momento não tive nenhum retorno"
36829,2,"Prazo de entrega 10/05/2018.Hoje já é 16/05/2018,o produto ainda não foi entregue.Tem uma criança de 7 anos que pergunta todos os dias pelo presente de aniversário."
36830,3,Tudo em ordem.
36831,1,"Quando colocar toalha felpuda que seja e não foi.
"
36832,5,"Comprei em um dia, recebi no outro. Incrível a agilidade da entrega e qualidade do produto, recomendo totalmente. "
36833,1,Fiquei insatisfeito em relação ao prazo de validade estar em condições impossíveis de se ler. Vou consumi-lo confiando na loja mas ao mesmo tempo desconfiando se essa promoção não era por isso. 
36834,1,Recebi um produto similar ao que pedi e não veio nota fiscal na caixa 
36835,4,Muito bom
36836,5,"Entrega antes do prazo, mesinha muito bonita.
"
36837,1,"Meu pedido foi entregue pela metade. As réguas vieram, mas as tesouras não. Aguardo um retorno da loja"
36838,1,"Vou comentar uma falta de profissionalismo , uma vergonha."
36839,5,Super recomendo a loja e o produto. Produto 100% autêntico (original). Ótima qualidade e fragrância. 
36840,1,"Meu produto não foi entregue e tive que retirar no correio,quero o ressarcimento do frete por favor. Obrigado "
36841,2,"comprei o modulo roadstar e madaro outro de outra marca sw2400 digisound
"
36842,5,"Tudo correto, tranquilo e com entrega dentro só prazo."
36843,5,"estão de Parabéns!! 

"
36844,5,"O vendedor foi justo, porém o correios ta de sacanagem."
36845,5,Ótima vendedor
36846,4,quero receber o dinheiro da devolução das venezianas que comprei da mazon
36847,5,"Satisfeito com a compra e com o atendimento, até a próxima"
36848,4,"Produto chegou conforme descrito e antes do prazo. Cumpre o prometido.
Só achei as teclas de passar um pouco duras, faz um barulinho seco ao clicar."
36849,3,"COMPREI 2 KITS DESSES PEDENTES E RECEBI SOMENTE 01 KIT.
TEM COMO VCS VERIFICAR COM A TRANSPORTADORA PRA MIM?"
36850,5,Testei o scanner no meu jetta 2007 e deu tudo certo achei os defeitos que o carro tava representando ..ótimo produto recomendo ...
36851,5,"recebi após dois dias do pagto. do boleto em casa, no site receberia perto do dia 17/01/18. É muito facil de montar, bonito e elegante. obrigada, adorei"
36852,2,Pelo o preço sabia que não era de muita qualidade mas resolvi assumir o risco... Produto razoável
36853,5,"parabens, espero que continue assim"
36854,1,não há descrição do produto algum e recebi uma cortina de plastico
36855,4,Superrecomendo. Ótimo atendimento e bons produtos.
36856,3,"Recebi o produto danificado
"
36857,5,Massa de bom
36858,1,"PRECISO RESOLVER A SITUAÇÃO. ME ENTREGARAM UM PRODUTO ERRADO, JÁ ENVIEI E-MAIL E ATÉ HOJE NADA DE RESPOSTA."
36859,1,Demora na entrega.
36860,5,Produto chegou antes do prazo
36861,5,Foi entregue certo e rápida estou bastante satisfeito 
36862,1,Muito insatisfeita pois eu comprei o produto não recebi e não tenho nenhuma posição de como devo proceder para obter o produto ou receber meu dinheiro de volta. Sinceramente eu gostaria de uma solução
36863,3,A qualidade é inferior ao que eu esperava.
36864,5,"e uma loja muito boa 
"
36865,5,Adorei comprar nessa loja
36866,3,Deveria dar mais proteção. 
36867,5,"Entregou no prazo, bem embalado. "
36868,5,Excelente
36869,5,otima loja entrega rapida tudo certo
36870,5,"Chegou no prazo, e de ótima qualidade, eu recomendo..."
36871,5,Pontualidade e ótimos produtos.
36872,4,"Produto um pouco fraco, mas atende"
36873,5,Super recomendo!!!!!
36874,5,Prazo de entrega muito bom e produto de qualidade...
36875,2,muito fina
36876,1,"O chaveiro (15,00) é bacana mas o valor do frete (14,00) foi quase igual ao seu preço.O frete de uma TV 55' foi menos da metade Só comprei pq criança pediu p/ Natal. O prazo da entrega foi cumprido."
36877,5,Produto muito bom e de qualidade 
36878,5,Ótimo recomendo
36879,5,Excelente.gosto muito de comprar na lannister.sempre dentro do prazo..
36880,5,FICO MUITO FELIZ E SATISFEITO EM COMPRAR NO APLICATIVO PELA INTERNET DA LOJAS lannister.
36881,1,"Produto de péssima qualidade.A arara é mole e fica quando coloca as roupas, (coloquri poucas camisas sociais do meu marido) mesmo não sendo pesadas a mesma fica torta.PÉSSIMA "
36882,1,"Estou aguardando o produto até agora!
Espero que a loja lannister tome as devidas providências."
36883,1,"não recebi meus produtos e nem o ressarcimento dos mesmos.
no aguardo"
36884,5,"Como sempre as lojas lannister surpreende tanto no atendimento quanto no prazo de entrega, entregou meu produto antes da data prevista. Super recomendo!"
36885,1,"Ainda não recebi o produto que comprei.
Já fazem mais de 3 semanas que paguei, e nada.
Solicito esclarecimentos sobre o envio!"
36886,1,"Entrega antes do prazo, o problema é que o scanner está com algum problema, pois não consigo conectar meu celular que é um moto G4 play, nem pelo wi-fi ou bluetooth, o sinal do scanner não aparece."
36887,5,Mesmo com a paralisação o produto chegou antes do previsto. E vieram sem nenhum problema
36888,5,"Chegou bem antes do prazo, amei!"
36889,3,Tudo certo.
36890,1,"Não recebi um produto, o porta-chaves, apenas os quadros. "
36891,5,ótimo vendedor.
36892,4,"estou usando o produto, por tanto somente futuramente poderei avaliar o mesmo e certificar se é bom ou ruim, quando fizer efeito, pois trata se de um suplemento para memoria"
36893,1,Não cumpre o que anuncia. Não entregou o produto. Quero meu dinheiro de volta. Desonestidade.
36894,1,"Pessimo muita demora na entrega
"
36895,5,"Produto bem embalado. Chegou antes do prazo. 
Fiquei muito satisfeita como sempre! "
36896,5,"otimo vendedor, recomendo."
36897,5,"Produto chegou antes do prazo, e a empresa fornecedora é extremamente atenciosa."
36898,5,Produto chegou rápido e foi exatamente da forma que eu imagina. Eu recomendo.
36899,5,"Mto bom pré-lógica, excelente qualidsde"
36900,5,barato e rápido 
36901,5,Entrega super atenciosos e entrega antes o previsto. 
36902,5,Bom acabamento. Excelente atendimento.
36903,1,"A previsão para entrega seria para até 12/12/17, e até o momento não foi entregue!"
36904,4,Mto bom
36905,1,Não recebi o produto ainda!!! 
36906,5,Loja muito ágil para envio do produto. Produto esse que superou as expectativas. 
36907,1,sem pontualidade
36908,4,Estao de parabens
36909,5,"entrega antes do prazo,perfeito"
36910,5,Chegou antes do prazo
36911,4,muito boa experiencia
36912,5,"Recomendo a todos a comprar nesta loja, atendimento, prazo de entrega conforme indicado!!! Parabéns... "
36913,4,"Ainda vou avaliar se realmente é original da Peugeot conforme anunciado.

Att. "
36914,5,"Ótimo 
"
36915,3,"Gostei muito do produto é exatamente como imaginei, a entrega dentro do prazo. A unica reclamação é q s tiver problemas c a compra e precisar entrar em contato rápido c a empresa esquece q n consegue"
36916,3,"Boneco bom,mas é um pouco pesado para criança de 2/3 anos. Fiz a devolução pq vi outro mais barato"
36917,5,Ameeei
36918,5,Compromisso
36919,3,Recebi o produto errado.
36920,5,Compro sempre atraves do baratheon e nunca tive problemas 
36921,2,Falta o protetor impermeavel
36922,5,"A mercadoria veio muito bem embalada, por se tratar de um filtro de barrro. Parabéns pelo bom trabalho. E pela rapidez da entrega. "
36923,5,Apenas embalagem aberta..acho q devido transporte
36924,1,"O anúncio gera uma informação ambígua dizendo ""caneta de metal"", chegou uma caneta de plástico. Outra coisa, tanto a caneta quanto o chaveiro chegaram riscados."
36925,1,muito bjom
36926,5,Produto conforme anunciado!!!
36927,1,Atraso grande e não dao nenhuma satisfação
36928,4,"produto chegou antes do prazo, e é excelente para quem tem pouco espaço pois ele da para guardar enrolado"
36929,3,"A película ficou menor que o aparelho devido a sua tela ser curvada, como podemos fazer? "
36930,5,Muito bom recebi o produto conforme combinado tudo no prazo certinho
36931,3,produto corresponde ao mesmo do anúncio.
36932,1,"não entregou a mercadoria !!!
"
36933,3,gostaria de devolver o vaso o material eu não gostei.
36934,5,Bom Dia.Recomendo a todos.Nuuto Bom o produto Veio muito rápido.bMuuto boa qualidade.
36935,2,O produto ainda não foi entregue 
36936,5,Mais bonita do que eu esperava. O tecido é lindo e ficou linda na janela. 
36937,1,A PREVISÃO PARA ENTREGA ERA DIA 12/04. HOJE SÃO 17/04 E AINDA NÃO RECEBI E NÃO CONSIGO RASTREAR O PRODUTO. A EMPRESA 
36938,3,Produto veio quebrado como fazer a troca ????
36939,5,"Produto exato, melhor preço da internet, entrega super rápida chegou antes do previsto. "
36940,5,"Fiquei feliz com a compra, o produto veio exatamente como foi pedido, chegou bem antes do limite do prazo e emperfeitas condições a loja atende muito bem. Eu recomendo! "
36941,5,comprometimento com o cliente
36942,5,achei de boa qualidade
36943,5,e lindo 
36944,5,"Chegou em perfeitas condições e mais rápido que o previsto.
Recomendo!"
36945,1,"0 correio não entregou a minha encomenda por que meu nome estava incompleto, por favor mande o meu produto ou devolva meu dinheiro, fui no correio varias vezes mas não quiseram entregar o meu produto."
36946,5,bom
36947,1,A entrega era para até dia 26/03. Até hoje ainda está no preparo para entrega.
36948,5,Produto bonito e muito bem acabado.
36949,4,"Manta bonita e grande, exatamente como estava no site. Gostei!!!
"
36950,3,"Infelizmente não tinha ninguém em casa para receber o produto, e o meu pedido voltou. Eu gostaria de saber quando vai ser estornado o valor? Por que eu estou sem o produto mas foi cobrado o valor."
36951,5,O produto chegou antes do prazo e de excelente qualidade.
36952,1,Ainda aguardando entrega do pedido. Necessito solução urgente.
36953,5,"poderiam descrever as medidas da bolsa. o mais foi ótimo comprar na loja,"
36954,3,"a pulseira veio no tamanho errado, eu comprei g e veio m. no dia que entregram tentei contato para solicitar troca e até agora nada. aguardo retorno."
36955,1,comprei Ac021 Multilaser recebi super macio gota
36956,5,O produto e excelente e a entrega foi super rápida! Super recomendo!
36957,5,"Vou testar o produto, por enquanto o achei fragil"
36958,5,"Recebi o produto no prazo correto. 
Produto de ótima qualidade"
36959,5,Não tenho o que reclamar tudo perfeito 
36960,5,"Ótimo produto e a entrega chegou dentro do prazo previsto, estão de parabéns."
36961,5,Fiquei satisfeita com a compra e com a rapidez da entrega. Obrigada 
36962,2,..
36963,5,Rápido e eficiente 
36964,3,"Muuuuito demorado, apesar de entregue no prazo!"
36965,5,Ótimo produto
36966,5,RECEBI DIREITINHO E RAPIDO. COMPRAREI NOVAMENTE.
36967,5,lindo!
36968,2,BOM
36969,5,ÓTIMO
36970,1,"Estou aguardando posicionamento da loja, pois o produto veio quebrado em 3 partes"
36971,5,ok.
36972,5,Eu recomendo..Meu filho adorou !
36973,4,Estou usando ainda. Chegou hoje.so tem como avaliar a entrega
36974,2,"Produto veio na cor errada, comprei preto veio verdw"
36975,4,"Pode confia
"
36976,4,Gostei. 
36977,2,A loja fez a entrega antes do prazo mas o produto veio com bastante defeito de 104 sombras da paleta veio faltando 15 isso pra mim é número bem significante! 
36978,3,"o produto chegou até antes do prazo estipulado, mas veio o produto errado. Aguardando resolução.
"
36979,5,recomendo demais. entrega no prazo e ótimo atendimento
36980,5,"Entrega antes do prazo, ótimo produto. Super recomendo essa loja"
36981,5,Excelente 
36982,5,Produto chegou rápido e bem embalado.
36983,4,Amei atendeu a minha necessidade 
36984,4,"Bom produto, entregue antes do prazo, recomendo."
36985,4,O PRODUTO É BONITO.
36986,5,fiquei muito satisfeita produto de alta qualidade 
36987,5,"Mito boa a caixa de som, ela superou minhas expectativas.
Recomendo!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
36988,5,"Bom produto, conforme o anunciado..."
36989,4,O produto é bom e a entrega foi rápida
36990,5, Entrega excelente
36991,4,"Cortinas muita boa, e bonita "
36992,5,"Tudo dentro do prazo, muito bem embalado e delicado... Ótimo."
36993,5,recomendo a todos
36994,2,"Diante da taxa alta do frente (em torno de 30% do valor do produto) e um período de entrega grande(estimado em 26 dias úteis), a empresa conseguiu não firma o prazo de entrega. Lamentável."
36995,1,"Simplesmente já esgotou o prazo de entrega do produto e o mesmo não foi entregue, além disso estou sem saber se vou receber ou não o produto "
36996,1,"Desde ontem tentei enviar várias mensagens, sem sucesso. O pedido veio incompleto. Pedi 2 boias para filtro de gravidade,não foram entregues. 2 kits de 3 velas de tripla ação. Veio 1 kit apenas. ????"
36997,5,Parabéns pela eficiência e organização. 
36998,5,"Excelente qualidade dos adesivos, entrega super rápida! 
Recomendo para quem deseja deixar o quarto dos filhotes mais divertido e colorido!"
36999,3,Eu ainda não recebi o produto para avaliviar a nota 
37000,1,Comprei uma escova tem mais de mês.Nunca Postaram.
37001,5,Muito boa a loja esta de parabéns 
37002,2,"O produto chegou, no entanto não cobriu a tela toda como descrito e não é de gel, é película de vidro comum"
37003,5,òtimo
37004,1,"Fragancia muito fraca, produto aparenta ser falsificado."
37005,5,GOSTEI MUITO DA ATENÇAO QUE VOCES TEM COM O CONSUMIDOR ESTÃO DE PARABÉNS.
37006,1,o Escorredor nao e de INOX esta enferrujando 
37007,1,recebemos apenas 1pç 
37008,5,Naravilhoso
37009,5,O produto chegou certinho! Porém eu percebi que a caixa vem toda amassada parecendo que sentaram nela. Eu desconfio que poderia vim com a caixa perfeita e não velha e destruída. 
37010,5,A loja entregou antes do prazo previsto
37011,5,"Recomendo a todos,produto perfeito,só encaixei no usb do pc e já conectou,com velocidade ótima,entrega foi super rápida,chegou antes do prazo.Estou super satisfeito."
37012,5,Gostei do produto e a entrega foi bem rápida!
37013,5,É sempre bom comprar na lannister!
37014,1,Comprei duas luminárias mas na embalagem só havia uma unidade. Estou aguardando retorno da empresa para resolver este problema
37015,1,"Caneta usada e não funciona. Gostaria de devolvê-la ou que me enviassem uma outra pois esta nã funciona. Está desgastada, com o suporte de bolso todo marcado por sinais de uso."
37016,1,"Bom dia !
Estou com um sério problema, pq no site diz que meu quadro foi entregue em 27/02/2018, mas a encomenda não foi recebida na minha casa.
Como proceder? Preciso de ajuda.
"
37017,4,Compra e entrega dentro do normal esperado.
37018,5,Um site seguro e um atendimento perfeito. 
37019,5,Exatamente o demonstrado no anúncio e entrega rápida.
37020,5,Muito bom
37021,5,Produto ótimo... melhor que o esperado.
37022,5,"Produto de ótima qualidade , lindíssimo , bem fácil de instalar ."
37023,2,Infelizmente ainda não recebi a mercadoria 
37024,4,escelente
37025,5,"Tudo ótimo, chegou antes do prazo, o relógio é lindo, mais bonito do que eu vi na tela, veio tudo certinho, funcionando, super bem embalado, loja séria, com ótimos produtos e atendimento excelente."
37026,4,boa
37027,4,"O produto chegou em ótimo estado, bem embalado e antes do prazo "
37028,5,atrazo por culpa do correio. loja honrou compromisso recomendo
37029,5,Produto cf anunciado. Chegou antes do prazo. 
37030,1,"Péssimo compromisso com o cliente, meu produto foi roubado na entrega e me disseram que entregariam um novo produto, mas depois me negaram o mesmo."
37031,5,"recebi o relógio em tempo record e fiquei muito contente, obrigada!"
37032,1,Produto péssimo. Vieram 4 suportes plásticos prendendo o brinquedo à embalagem. Não tinha instrução de como retirar os suportes. Por pura sorte consegui descobrir um parafuso embutido no centro de cad
37033,4,Ótimo 
37034,5,"Produto excelente, recomendo!"
37035,4,Estou satisfeito com o serviço oferecido.
37036,5,"Não tenho como avaliar, pois fiz a compra pra sogra do meu filho. O teste será neste final de semana."
37037,1,Cliente não tem comprometimento com suas vendas.
37038,3,"Lençol um pouco curto.
Precisa melhorar.
Porque as comprar para cama casa e conforto são ótimos.
Para parceria precisa rever a qualidade."
37039,1,"Não me enviaram o produto, só me enviaram uma nota fiscal estou sendo roubado e ninguém resolve meu problema."
37040,5,ok
37041,5,"Sempre faço compra pela lannister.com , sempre recebi o produto correto e dentro do prazo."
37042,1,"fiz um pedido único e só recebi metade, o q vou fazer com uma capa e uma película sem o celular escolhido......quero devolver"
37043,1,Pedi uma coisa mas veio outra totalmente diferente... Quero fazer a devolução do produto... Mas não estou conseguindo
37044,1,O produto veio diferente da imagem
37045,3,Facilita bastante pra quem não quer gasta só com chapinha danificando o cabelo
37046,1,"O PRAZO DE ENTREGA ESTAVA PARA O DIA 29/03 E ATÉ O MOMENTO NÃO RECEBI O PRODUTO, ESTOU MUITO INSATISFEITO."
37047,2,"Colocaram nos status como entregue meu produto, quando na verdade recebi apenas um cadeado e uma carta de justificação de atraso na entrega. Mas, mesmo assim recomendo esta loja. "
37048,2,O meu pedido era composto de dois produtos: pneu Maggion aro 17 110/90-17 60T Vipe e Pneu de Moto Maggion Aro 19 90/90-19 52T. O item: Pneu Maggion aro 17 110/90-17 60T Viper não foi entregue.
37049,5,Chegou certinho do jeito que eu precisava. Satisfeito!
37050,5,O produto chegou antes do prazo estipulado 
37051,5,Lindo! 
37052,5,"Exatamente como na foto, produto chegou super rápido."
37053,2,O produto não tem boa qualidade.
37054,2,"Produto é MENOR do que o anúncio diz.
E veio sem a Nota Fiscal. E o link que recebi por 
e-mail para acessar a Nota Fiscal não está funcionando.
Favor verificar.
Aguardo."
37055,5,"Recebi rápido e exatamente o que pedi, muito bom."
37056,5,"As peças são boas, a entrega é rápida e eu adorei a qualidade"
37057,5,"Receber um produto de excelente qualidade, com todas as funcionalidades que preciso,robusto, digo, parece muito durável, e com entrega rápida. Que mais eu poderia esperar de uma loja? lannister é DEZ"
37058,1,A mesa que recebi não é nem ao menos parecida coma que comprei. Não dá nem pra.considerar o mesmo tipo de produto.
37059,2,"3










"
37060,3,ME ATENDEU PERFEITAMENTE
37061,1,"O teclado sem fio veio com peça faltando o que impossibilita a conectividade com o PC e o mouse veio sujo, amarelado, com aspecto de usado. Solicitei a devolução com emissão de voucher de crédito."
37062,5,Produto bonito e de excelente qualidade 
37063,5,"como sempre, ótima compra!produto de qualidade e dentro do prazo ...Perfeito!"
37064,1,"Ainda não recebi o produto.Estou insatisfeita com essa compra, pois esperava receber no tempo determinado."
37065,5,"No começo tive um probleminha na hora de finalizar a compra,mais foram muito atenciosos em me ajudar!!!super recomendado compra nas lojas lannister 😃👏👏"
37066,2,"previsão de entrega será até 28/07, não posso opinar sobre este serviço prestado pois estamos no dia 03/07 hoje. Não recebi mais feedback do fornecedor até no momento, obrigado!"
37067,5,"chegou no prazo ,produto bom"
37068,1,Não recebi o produto. Ia retirar hj.
37069,5,O produto foi entregue no prazo.
37070,1,"Não me entregaram até hoje, alegando que a mercadoria foi roubada. "
37071,5,"Excelente produto, chegou antes do previsto. Satisfeita com o produto! "
37072,3,insacisfeito....
37073,5,"Tapete macio, peludo, qualidade excelente cor igual a da foto, superou minhas expectativas! "
37074,5,"Produto útil entregue antes do prazo.
Recomendo vendedor."
37075,5,Já é o segundo produto que compro na lannister.com e chega antes do prazo e com muita qualidade! A maca chegou em perfeito estado e a qualidade é indiscutível!
37076,5,Recomendo totalmente!!!
37077,1,"Já comprei com as lannister e o produto foi entregue no prazo, deste parceiro targaryen está atrasado.
"
37078,1,Produto com atraso. Não por causa de greve de caminhoneiros pois comprei um outro produto igual em outra loja e já recebi.
37079,5,Produto correto bem embalado e chegou dentro do prazo . Recomendo 
37080,5,Produto entregue dentro do prazo e conforme o anúncio. Recomendo.
37081,5,"Ótimo, super recomendo! Produto conforme descrição."
37082,5,"Foi entregue antes do prazo 
Tudo ok, excelente !!"
37083,4,"Só achei muito demorado a entrega, msm estando dentro do prazo. Do dia 02/01 que foi postado no Sul e sair para Belo Horizonte no dia 14/01 muito estranho essa demora. "
37084,5,"Recebi no prazo e já apliquei. Ficou muito bom e de fácil aplicação, mesmo pra mim que não tenho muita habilidade pra isso. Agora é só esperar para ver a durabilidade. "
37085,5,"Excelente, ficou linda no meu Boris, super indico. Mercadoria de ótima qualidade, os produtos oram entregues antes do prazo marcado"
37086,5,"Entrega rapidissima, tudo ok o
Produto é excelente! Aquela compra q te faz feliz! "
37087,5,"muito bom, veio certinho"
37088,4,"tudo conforme anunciado, entrega no prazo, rocomendo"
37089,1,Não recebi o produto liquid koolbloom
37090,3,O único problema foi que um dos potes veio com o vidro riscado. Como se tivessem esfregado algo. Acho que deveria ser melhor embalado para transporte. Mas tirando isso ok. Obrigada. 
37091,3,Caro
37092,5,"Apenas o repositor para o produto em questão veio errado, veio um para tintas de um cartucho diferente do modelo que usamos (920XL) mas contornei com aplicação direta. Muito bom produto. Recomendo!!!"
37093,5,SATISFEITA !!!!!Adorei e o cheiro é Do Love Spell da Victoria Secret
37094,5,"produto perfeito! Atendeu as minhas expectativas!!!!
"
37095,4,"O produto foi enviado bem antes do prazo previsto, Excelente .

"
37096,5,"CONTUNUEM ASSIM








"
37097,1,"A empresa deveria usar uma transportadora, pois os correios não tem competência pra envio além da demora corre o risco de não entregar."
37098,5,estou muito satisfeita
37099,1,Só foi entregue 01 produto e eu comprei DOIS. Onde está o outro produto?
37100,5,bom
37101,5,"Entrega rápida, ótimo produto. "
37102,4,"Chegou tudo perfeito, muito antes do prazo, porém o pendente tem uma peça de plástico pequena, aquela que liga na caixa de luz, a rosca é curta."
37103,5,"Produto certinho ,tudo correto !!!"
37104,5,entregou conforme o combinado
37105,3,Os travesseiros vieram com a costura torta. Parece que o modelo é diagonal.
37106,2,deu tudo certo gostei
37107,4,"Entrega rápida.produto ok
Acabamento honesto pelo valor do produto."
37108,5,"Fiquei ate surpreso me enviaram um brinde, gostei mesmo foi minha primeira compra na loja, farei novas."
37109,4,"Um bom acabamento, compatível com o que eu queria. "
37110,5,Ótimo.. Excelente 
37111,5,"Produto de ótima qualidade,recebi antes do prazo.super satisfeita."
37112,5,Produto bom e foi entregue antes do prazo estipulado.
37113,1,A loja não entregou o produto e não da explicação para isso.
37114,3,"À única coisa que não gostei!!
É que o perfume não veio com a caixa lacrada!!
Fiquei em dúvida"
37115,5,Adorei..... é linda......e chegou antes do prazo...
37116,5,"Amei, foi tudo dentro do que eu encomendei e no prazo. "
37117,5,"Chegou muito, mais muito antes do prazo..."
37118,3,Comprei dois lençóis e só recebi um! 
37119,5,"Produto de boa qualidade e acabamento para o preço que está sendo vendido. Apesar de não ser grande, cabe um notebook de até 17 polegadas confortavelmente. Tem zipers grandes com trilhos robustos. "
