,review_score,comments,sentiment
31186,5,satisfeit serviç compr entreg,1
31187,5,produt vei err pag casal king r 99 00 nâo casal padra quer troc urgent,1
31188,5,excel,1
31189,5,impec,1
31190,1,apes produt ter qual ped vei err ped cobr leit sup king receb tamanh king dev insatifeit produt atend necess,0
31191,5,sit sup confi produt igual fot,1
31192,1,cheg,0
31193,1,infeliz 1ªcompr boa cartuch compr vei defeit send reconhec impres mand mail sit ped cancel vend devoluç,0
31194,2,sab produt ruim deu gas tom quant recomend faç uso whey desd ano pass prim vez produt caus mal,0
31195,5,ótim produt excel vend recom,1
31196,5,ador obrig sup recom,1
31197,1,receb produt respost lannist segund vez acontec voc sit ruim eim,0
31198,1,bom dia recom loj poi demor entreg entreg falt it not fiscal emit err,0
31199,5,bom,1
31200,5,tud ótim produt cert praz entreg antecip,1
31201,4,mand correi correi sant catarin itaj bost entreg residenc ir busc la,1
31202,1,receb apen 1 frac 2 compr aguard envi falt,0
31203,5,compr perfum bem atend receb praz perfum eh otim recom tod,1
31204,5,entreg efetu bem ant dat program,1
31205,5,satisfeit produt cheg ant praz,1
31206,5,bom,1
31207,2,entreg dentr praz por determin lug sab aond produt pass confi client,0
31208,5,cheg ant praz produt bem compat preç,1
31209,1,compr 2 produt vei 1,0
31210,5,produt maravilh ame praz cumpr,1
31211,2,cor fot produt complet difer clar,0
31212,5,boa apresent produt vem malet ond fic bem proteg apresent entreg ant praz inclusiv,1
31213,5,gost trabalh empr cumpr promet,1
31214,1,receb gost sab ocorr,0
31215,3,compr dua puls cheg apen,0
31216,5,ótim produt vc quis present pequen qu gast recom,1
31217,1,ped doi pacot so cheg 1,0
31218,5,loj atenci client sup recom alem tod atença client produt cheg ant praz,1
31219,3,qual produt pouc aquém esper pod ter man portugu mand email algum loj,0
31220,5,lind ótim qual sup indic,1
31221,1,ñ compr praz entreg,0
31222,5,tud corret,1
31223,5,excel produt vend not 1000,1
31224,5,bom fornec,1
31225,3,avali produt poi aind entreg resid gost sab porqu atras ond produt agor,0
31226,1,so cheg potecd crem falt pot,0
31227,5,bom gost produt,1
31228,5,ador compr lannist so precis cart dacilit,1
31229,4,receb produt sup direit funcion sup bem porém led agor func,1
31230,1,compr tapet metr 2 50 x2 50 mand metr 2 0 x 2 50 send site val dess metr envi bem abaix val pag,0
31231,4,atend dentr praz boa satisf,1
31232,3,entreg praz corret,0
31233,3,bom dia aind receb produt rastrei vej problem correi,0
31234,5,ótim qual ame,1
31235,2,boa tard produt entreg dia 26 07 agor receb,0
31236,1,satifeit realiz compr dia 07 junh moment receb produt quer cancel compr,0
31237,5,boa,1
31238,4,ótim,1
31239,4,gost maci,1
31240,1,use sec vez segund fio tom peg fog,0
31241,1,cancel ped reembols dinh cart pess nunc compr ness loj,0
31242,5,recom receb ant praz,1
31243,3,caix vei fit ades mal coloc acab solt entr caix cas perceb caix entreabert feliz produt lá dentr ok,0
31244,1,receb apen jog tapet micr válvul aerógraf receb,0
31245,5,ador sit,1
31246,1,extrem chate compr poi agor notíc ond and produt praz entreg extrapol nad quer tom provid urgent,0
31247,5,produt ótim qual,1
31248,5,ótim,1
31249,4,som baix atend necess,1
31250,5,cheg ant praz,1
31251,5,sempr praz entreg qual produt,1
31252,5,aind possível avali produt entreg sup rápid bem temp pres natal corr tud bem,1
31253,2,produt cheg viag demor seman mont mont falt peç verdad peç princip ond pend cabid vai fic,0
31254,5,bom bonit,1
31255,5,cheg ant praz sup indic produt mto bom,1
31256,3,bom,0
31257,1,receb produt apes inform entreg fói feit receb outr ped refer tecl wif ped afirm aind ter sid entreg err entreg,0
31258,5,produt cheg ate 04 05 cheg bem ant dia 18 04 fic feliz bem satisfeit obrig lannist,1
31259,5,recom produt cheg bem embal jeit anunci perfeit praz,1
31260,5,assim fiz compr efet pag log autoriz compr emit not fiscal pouc dia mercad send entreg cheg defeit perfeit esté,1
31261,5,produt entreg dentr praz conform anunci bom,1
31262,5,mto bom entreg ant praz,1
31263,1,produt vei quebr seman tent resolv ning fal nad absurd poi pag int nao metad,0
31264,5,sensac compr tud perfeit ganh brind recom,1
31265,1,produt entreg conform anunci porém vári defeit quebr trinc peç solt moment retorn devoluç troc produt,0
31266,5,compr bonec hulk pro filh amou recom loj entreg ant praz ame parabém,1
31267,3,sei camp ponder pres moment receb ped parc apen lençol pret entreg,0
31268,5,tud ok,1
31269,5,produt bom perfeit entreg rápid ant previs atend muit atenç recom,1
31270,5,atrás dess produt temp consegu preç bem barat ped outr mei cheg sup rápid ant fest fim ano,1
31271,5,produt bom qual entreg praz,1
31272,4,produt bom,1
31273,5,ótim produt ótim atend,1
31274,1,cheg kit pincel escov pod venh separ enfim gost form envi poi inform produt entreg,0
31275,5,ame perfeit,1
31276,1,faz bom temp compr americ nunc acontec atras nad produt demal agor receb produt,0
31277,5,bom gost agradec sit stark poi der praz entreg produt produt cheg ant dat produt cert int danific satisfeit sit,1
31278,5,model excel ergonôm verdad entreg bem ant praz satisfeit,1
31279,5,bom compr realiz lannist,1
31280,5,cheg ant praz dad sit stark gost,1
31281,5,cheg ant praz produt bom qual recom,1
31282,5,satisfeit compr,1
31283,4,receb praz conform anunci,1
31284,3,falt açucar nao vei junt,0
31285,4,receb produt gost,1
31286,5,entreg 14 dia ant praz estabelec,1
31287,5,bom atend entreg corret,1
31288,5,produt cheg ant praz estipul ótim qual excel,1
31289,5,produt ótim qual receb 10 dia ant praz,1
31290,4,produt entreg conform expect bom,1
31291,5,lind acab incri muir maci sup cont,1
31292,5,nad reclam,1
31293,5,aind esper favor ajud ai,1
31294,5,parabém atend produt maravilh,1
31295,5,produt cheg rápid sup bem embal,1
31296,4,ótim,1
31297,5,produt cheg perfeit cond dentr praz além diss hav brind sup útil loj dentr embal ador,1
31298,5,apes atras recom sim,1
31299,3,pass praz entreg,0
31300,5,produt ótim qual acompanh estoj lind recom,1
31301,4,gost bem mad in chin ta val,1
31302,1,receb produt por vei ped ped lençol algoda 170 fio cheg 100 polyest,0
31303,1,cub cheg aqu tod quebr cx papela fin proteça nao entreg transport sim cart sab alg frágil terr nao compr baix qual,0
31304,1,produt nâo entreg,0
31305,5,ach demor entreg porém dentr praz,1
31306,5,excel,1
31307,1,atras entreg nunc bom sinal,0
31308,5,sim,1
31309,2,receb produt compr,0
31310,5,obrig entreg produt ant praz cheg perfeit est agradec,1
31311,5,ped receb dentr praz conform solicit,1
31312,4,produt vei corret estamp acab perfeit ach forr deix pouc desej preç ach receb produt just,1
31313,5,receb mercad 4 dia após compr show bol,1
31314,1,bost nao entreg nao faz estorn val vou ter entr process contr lannist,0
31315,4,especific diz caix puls relógi aço inox entant caix vei resin dei 4 estrel,1
31316,5,praz entreg produt excel,1
31317,1,produt baix qual proteg comput nad quas tec fin pra proteg notebook event impact dev funç produt,0
31318,4,bom pens ia entreg rápid dentr praz afinal praz bem long,1
31319,4,fic grat atend loj princip temp esper estabel loj ja terc vez compr sait loj nenhum transtorn entreg grat,1
31320,5,bom entreg rap parabém,1
31321,1,compr doi travess receb consig fal canal atend,0
31322,1,compr model mand antig quer troc,0
31323,5,ótim produt receb cert recom,1
31324,5,ok,1
31325,5,excel,1
31326,5,recom cheg rápid ame rádi,1
31327,4,produt vei cert compr coif quer devolv consegu tend assist,1
31328,4,entreg volt dificuldad receb la nov motiv digit numer err predi entreg,1
31329,5,ok,1
31330,4,produt bom,1
31331,5,relógi bonit estil model modern cláss espor temp recom,1
31332,4,produt bom mostr anúnci esp produt qual melhor refir mater lind bonit mater fin preç compens,1
31333,1,loj mantém vend produt n estoqu pres dia mão pi gent compr diz q n produt deix cancel q esto praz lix,0
31334,5,parab,1
31335,1,produt devolv aguard estorn cart,0
31336,5,bom,1
31337,5,lind funcifunc,1
31338,1,entreg livr err consig contact ninguém lannist sistem aceit tent cadastr troc livr corret entr contat comig,0
31339,5,ótim entreg produt qual,1
31340,5,ameii produt tid outr ant,1
31341,5,deix cabel brilh crem pent maravilh,1
31342,5,vei bem ant praz tecl mous funcion tv smart 4k samsung maravilh,1
31343,5,satisfeit cheg ant praz,1
31344,5,compr sit lannist sempr bem atend entreg garant dentr praz estipul,1
31345,2,produt nad ver fot sit recom form algum,0
31346,2,receb produt adapt otg usb tip c typ c mot z oneplu 3 zenfon 3,0
31347,5,ador compr entreg sup rápid,1
31348,4,sempr compr enta tid problem,1
31349,5,quer adquir produt dua 02 unidad possível avis agradeç,1
31350,5,sup recom entreg rapid lind relógi,1
31351,5,not 10,1
31352,5,rápid entreg pag bolet dia ped outr dia produt cas tricicl bom conform esper,1
31353,5,produt perfeit ótim qual excel praz entreg,1
31354,3,ach fin tec,0
31355,1,enquant receb encomend apes indic rastrei ja entreg,0
31356,4,bom cust benefíci,1
31357,4,tud cert,1
31358,1,produt entreg const send,0
31359,1,ning dar explicaça nao sei ok faz tras,0
31360,5,produt corret sempr cumpr praz entreg,1
31361,5,receb produt antecipad dat program perfeit conform descr anunci,1
31362,3,produt cheg bom vou troc escolh cor vei err algum part difer descr,0
31363,2,compr dua mant so entreg not fiscal vei emit 2 mant king,0
31364,5,excel,1
31365,5,ótim cheg ant dat combin sup bem embal produt qual preç just fret mei car kkkk prim compr ador recom,1
31366,4,deu tud cert dem correi,1
31367,1,aind receb mercad,0
31368,1,receb apen kit statu receb doi send,0
31369,5,entreg rápid profut devid embal produt ok acompanh pilh,1
31370,5,logís ótim entreg ant praz previst satisfeit,1
31371,3,produt entreg praz porém man orient configur procur instruç internet aind assim control func model tv destin consig us,0
31372,5,produt entreg conform anunci,1
31373,1,compr 2 cap travess colchã cheg apen 1 cap travess,0
31374,5,9 10 produt cheg conform ped porém vei tamp mai portant encaix frasc,1
31375,5,otim loj ok,1
31376,1,demor demal avis produt indispon,0
31377,2,relógi parec vend 25 març simpl vem embal qualqu imag dentr gat desbot opac,0
31378,5,boa calç costur cort perfeit,1
31379,5,cheg praz mercad,1
31380,5,gost produt esper,1
31381,5,tamanh mai imagin mater boa qual super expect,1
31382,5,ador perfeit,1
31383,5,entreg rápid atend excel,1
31384,4,bas pequen sei baulet fic firm,1
31385,1,gost produt solicit devoluç sit lannist inform 48 hor iri dar retorn moment ninguém manifest quer devolv produt,0
31386,3,bom dia bols vei ótim est porém bols soment zíp vei difer outr bols outr bols vei tud ok,0
31387,5,bom compr loj produt entreg cert facil acess faz cadastr,1
31388,1,compr produt entreg outr,0
31389,2,otim produt,0
31390,1,receb produt diz q acontec so mail correi diz q produt cheg fortal ja 2 protocol abert respost,0
31391,4,ach puls pouc frac produt bom sim lev sent relógi,1
31392,5,rápid ant esper feliz compr parabém tod,1
31393,1,peç produt códig vem outr total difer,0
31394,2,entreg produt compr entreg outr outr model serv,0
31395,5,rápid entreg excel produt,1
31396,5,ótim ador produt,1
31397,5,bom sup recom cheg ant praz,1
31398,1,entreg atras,0
31399,1,infeliz relógi orig ach propagand engan,0
31400,5,receb ant praz produt vei exat descrit public obrig,1
31401,1,exist águ perfum frasc exist álcool perfum recom,0
31402,5,tud cert entreg ant previst recom,1
31403,5,compr receb tá torn rotin vão perd client,1
31404,5,sup recom,1
31405,5,poss avali produt poi aind nao use praz cumpr entreg,1
31406,4,bom produt,1
31407,5,produt excel entreg ant praz perfeit cond lind,1
31408,5,entreg ant dat bom,1
31409,5,excel produt receb ant praz,1
31410,1,compr dua unidad produt pacot vei,0
31411,5,compr vári ano sit stark nunc problem,1
31412,1,total praz entreg produt aind,0
31413,5,agor problem entreg compr sit prim vez sempr bem acompanh,1
31414,5,ped entreg ant praz vei cert bem imagin,1
31415,5,produt bom entreg ant praz,1
31416,4,bom ador,1
31417,1,produt entreg praz receb satisf,0
31418,5,bom,1
31419,1,envi email fal estoqu dev confirm estoqu moment compr efet pag falt organiz estoqu,0
31420,4,recom,1
31421,1,compr produt cor envi outr cor,0
31422,5,receb 12 dia ant praz bem empacot,1
31423,5,produt lind cheg td cert,1
31424,5,produt cheg cert ant praz,1
31425,1,fiz compr pens bonec orig pra surpr chin gost quer troc dinh volt descr diz fabric brinqued,0
31426,1,temp previst entreg produt dav coloc lo lomb burr cheg praz assim cumpr promet ridícul desculp péss serviç melhor,0
31427,5,tud corret compr,1
31428,5,excel produt curt design praz entreg ótim doi dia útel recom cert,1
31429,5,ador compr nest loj sempr respons compet,1
31430,5,ame sit loj,1
31431,5,produt excel,1
31432,2,receb produt aind,0
31433,5,gost,1
31434,5,acim expect,1
31435,4,bat entreg porém cartuch impres aind,1
31436,5,satisfeit produt entreg feit bem ant praz,1
31437,5,sup recom ótim produt cheg bem ant praz tud inform pel sit,1
31438,4,produt vei dentr praz funcion norm todav vei falt pé borrach produt,1
31439,5,excel,1
31440,5,excel,1
31441,5,remédi bom pot cheg bem embal recom,1
31442,1,compos dess produt compr fórmul orig fiz ped ach fórmul orig receb vi quer devolv lo estorn,0
31443,1,solicit cancel produt porém assim entreg receb port prédi recus ter trabalh post correi,0
31444,1,vei outr almof shiatzu outr marc barat,0
31445,4,ach entreg pouc demor,1
31446,4,entreg praz produt entreg igual compr vend respons produt muit qual lindoooooo ame,1
31447,5,produt maravilh entreg ant promet recom,1
31448,5,bom,1
31449,5,produt prát ótim opç liber espaç guard roup,1
31450,2,vei corr repet,0
31451,5,gost compr ness loj sid bem atend,1
31452,5,gost,1
31453,4,produt cheg dentr praz produt bom bem embal porém praz entreg produt dia 07 02 dia 10 01 07 02 cheg dia 30 01 transport agiliz,1
31454,5,,1
31455,5,ador excel atend,1
31456,2,problem cheg após praz,0
31457,1,receb filtr incomplet falt sif cole aguard provid,0
31458,1,atras entreg,0
31459,2,vei vidr estrag,0
31460,1,ja reclam var vez atras retorn aind receb mercad,0
31461,5,bom cheg ant esper produt lind boa qual,1
31462,1,realiz compr ton orig ce320 hp 128 pret assim apresent problem impress ton borr págin car pouc qual vou solic garant,0
31463,1,fot produt mostr part trá tapet compr pens tapet cost tradic,0
31464,5,tud cert derram pouq produt embal pouc suj caix sei cert,1
31465,5,tud ocorr dentr previst,1
31466,3,vei tud cert conform descrit ruim apen praz entreg tud cert,0
31467,5,produt qual tal fot soment soquet fich técn descrit e14 entreg e27,1
31468,3,vei 2 plac amass,0
31469,5,produt receb bem ant dat,1
31470,5,obrig produt cheg pens bem embal,1
31471,5,bonit precis prest atenç med fot aparent grand,1
31472,5,compr receb satisfeit,1
31473,5,tud cert,1
31474,3,produt temp compr inform dispon cancel compr aguard estorn val cart crédit,0
31475,2,prim vez fiz compr aind cheg quer indic part moment produt mão,0
31476,3,loj amo rápid atenci consum sup recom,0
31477,5,ador lannist cumpr praz produt ótim,1
31478,1,relógi fals admir loj grand lannist permit terc vend produt fals,0
31479,1,produt bom,0
31480,5,produt silenci,1
31481,3,produt bom dentr esper ach absurd loj mand esc correi acostum compr produt entreg transport serviç correi péss,0
31482,3,dia atual possu admit demor tant entreg tão simpl vam agiliz gent,0
31483,5,cap bonit gost cor model,1
31484,4,correspond imag dev coloc tamanh descr,1
31485,4,gost bast,1
31486,5,not 10,1
31487,5,produt exat esper entreg sup rápid,1
31488,4,receb ant previst,1
31489,5,produt ótim recom,1
31490,1,alg acontec err poi receb it contud receb outr it compr mesm ocas aguard retorn,0
31491,1,receb produt aguard estorn cart crédit,0
31492,1,40 dia produt entreg aind,0
31493,5,cheg ant praz conqu client produt vei direit embal qual boa,1
31494,5,tud ok produt entreg praz corret,1
31495,3,receb cab red cab exten usb aind receb previst dia dat ach corret,0
31496,1,nao gost dess compr receb estoj bem aanch aind nao receb mochil transtornoterri,0
31497,1,dem atend,0
31498,4,apes tint cor azul ter vind vaz perd pouc tint geral gost compr recom tom cuid control qual produt obrig,1
31499,4,bom,1
31500,5,comfia,1
31501,5,bom dia ped dua sai moment receb vei fatur ond descont gost sab ire receb,1
31502,5,receb produt ant praz entreg sup rápid ótim produt,1
31503,5,cheg perfeit,1
31504,5,gost produt ótim qual,1
31505,5,entreg rap efici lend,1
31506,2,ped colchonet espum 5 cm altur dens 20 vei colchonet dev ter 2 cm espess mol recom,0
31507,4,bom,1
31508,5,tud otim,1
31509,5,ador loj,1
31510,5,cheg dia seguint bom,1
31511,3,recom,0
31512,3,bonit bas plás preç pod pouc melhor,0
31513,1,produt funcion,0
31514,5,so to chate pq compr 2 tenil ja vei fatur ñ receb tenil ok receb emeil diz esta dificudad mand cend gu compr estoqu,1
31515,3,cortin bonit por fin nao bloque luz sol,0
31516,5,produt entreg ant praz perfeit est,1
31517,1,receb produt,0
31518,5,negoci conclu sucess tud ok,1
31519,4,produt bom entreg excel,1
31520,1,dar inform produt corret produt dua seman not fiscal fiq esper ancios,0
31521,4,bom,1
31522,5,entreg rap produt bem embal atend expect tant produt qdo loj transport,1
31523,5,vei tud cert recom,1
31524,4,dei 5 estrel poi teso desb vei pequen defeit lamin resolv,1
31525,5,rap,1
31526,5,bom vend vou recomend amig,1
31527,5,recom tod preç praz entreg melhor,1
31528,1,produt correspond orig compos difer us nom embal motiv vou faz devoluç,0
31529,1,pess,0
31530,4,bom,1
31531,5,entreg efetu praz produt bem embal defeit aparent encaix ideal celul,1
31532,5,bom,1
31533,1,entreg produt,0
31534,5,pod cheg pouc rápid,1
31535,5,bols lind vei dentr praz,1
31536,1,red inadequ pra crianç poi risc acid emin red estreit difícil coloc bebê nel bebê 5 mes caiu 2 vez caiu emc colchã assust,0
31537,5,entreg corret,1
31538,5,produt preç bom tod process compr excel,1
31539,5,otim loj entreg sup rap,1
31540,5,compr pag esp pouc receb gost difer experi anteri outr parc baratheon muuuiiit esper entreg produt parabém,1
31541,5,bom,1
31542,4,compr lannist entreg certaaa,1
31543,4,bom parc,1
31544,5,ent utiliz sit 3 vez satisfatóri,1
31545,2,entrg dentr praz por nao entreg produt caracteris q compr,0
31546,5,ped cheg praz,1
31547,5,excel,1
31548,3,gost poi gent faz ped aí vem vári embal vár entreg ach ótim faz embal entreg,0
31549,4,cheg ant praz entreg perfeit ótim qual excel produt recom tod ame,1
31550,5,qualif ótim compr recom tod entreg feit praz produt maravilh,1
31551,5,esper cheg tão rápid recom p quis compr receb ant praz not 10 empr,1
31552,5,entreg dentr praz bom,1
31553,5,receb ant praz recom produt bom,1
31554,5,cheg tud cert ótim produt,1
31555,4,mercad cheg bem embal porém ach demor entreg,1
31556,5,bom cheg bem ant dia previst ame,1
31557,5,compr tranquil produt escolh entreg tud rápid,1
31558,5,fue muy buen tod y lo mej es entregan corre merc libr aqu gust,1
31559,5,ótim produt cheg bem rápid menos seman,1
31560,1,receb produt err consig faz troc devoluç,0
31561,5,boa mochil ótim qual cheg ant praz ador,1
31562,5,produt real,1
31563,3,excel produt recom tod ml,0
31564,5,produt bom,1
31565,1,produt aind entreg,0
31566,1,gost embal,0
31567,5,cheg ant praz excel,1
31568,1,aprov deeum seman simples cancel,0
31569,5,bom,1
31570,1,solicit carreg tablet génesil conform inform vend solicit produt adapt tablet,0
31571,5,exat esperv ame sai cam excel produt,1
31572,1,nao receb ped nenhum explicaça part empr fiz pag dinh quer receb volt,0
31573,3,bom dia fiz compr notebook cap hoj entreg cap att mauríci,0
31574,5,entreg ant praz perfeit exat anunci fiq satisfeit obrig,1
31575,2,bom dia vei not fiscal produt quer porqu,0
31576,5,parabém produt entreg praz,1
31577,1,produt vei,0
31578,5,desej amizad compr satisf perdur,1
31579,3,gost produt por fiq preocup cheg temp poi atual statu compr cheg ult dia praz,0
31580,5,vend sup,1
31581,1,compr doi produt igual pag fret separ pra pior uma encomend retorna sei vou faz receb encomend recom empr,0
31582,5,rapid ant temp produt bom,1
31583,2,receb produt err not fiscal const slim patch receb instantly ageles lug,0
31584,5,produt entreg corret ant praz recom,1
31585,2,insatisf 1,0
31586,3,otim entreg ant praz,0
31587,5,tud cert,1
31588,5,otim ated,1
31589,2,loj boa compr ruim pra resoluç problem,0
31590,5,entreg rápid,1
31591,5,ótim,1
31592,3,tent entreg hor comerc hav ninguém local receb nov praz dad hoj produt entreg 13 00 opin pod mud,0
31593,5,bom,1
31594,5,ped cheg ant praz entreg,1
31595,4,compr loj lannist vei embal merc livr deix desconfort,1
31596,5,gost serviç prest recom,1
31597,5,produt excel atend expect entreg ant praz recom,1
31598,4,produt excel entreg rápid,1
31599,5,otim,1
31600,2,conform acim deu tud cert menos import produt ped par mulet 7 8 130kg vei mulet 3 4 110kg dá seguranç,0
31601,5,bom produt bom vend entreg praz combin,1
31602,5,gost,1
31603,5,bom recom,1
31604,4,praz validad produt próx,1
31605,5,melhor suport ness faix preç segund vez compr dua vez use tv 43 deix pouc espaç part tras ent bom ver posicion entr tv,1
31606,5,cheg atras recom,1
31607,4,ador compr dess vez naofo enteg praz,1
31608,5,gost relógi aprov marc boa test águ aind,1
31609,5,ajud bast,1
31610,5,produt loj excel,1
31611,3,design bonit porém fic evid fragil justif baix cust apen temp irá mostr qual diz respeit funcion,0
31612,5,fiq satisfeit compr obrig,1
31613,1,aind nao receb produt par pass fund,0
31614,5,praz entreg sup rápid problem port receb poss solic nov entreg,1
31615,1,encomend 3 vei 2 tô esper cheg tud avali nov,0
31616,5,tud ok receb bem ant praz tud bom,1
31617,2,q cheg avali nov,0
31618,1,receb produt nao compr sim produt total err trist,0
31619,5,ótim produt excel qual entreg rápid,1
31620,2,bom dia fiz compr 2 peç receb apen dev proced regular at joã luiz,0
31621,5,fiz vár compr loj lannist nunc nenhum tip problem produt cheg 4 dia ant praz estipul entreg,1
31622,3,produt cheg rápid bem embal imagin silicon firm ach bem líqu vou us analis irá atend cas sim compr nov vend,0
31623,4,gost,1
31624,5,entreg praz melhor preç,1
31625,1,cheg soment part produt,0
31626,5,gost otim produt,1
31627,5,loj lannist sempr pontual client parabém,1
31628,5,produt entreg ant temp tud cert garant top top,1
31629,4,cheg tud cert,1
31630,4,tud cert,1
31631,4,produt bom aparent bat tão fort descarreg rapid compar outr not mto bom rápid bonit,1
31632,1,receb soment not fiscal correi,0
31633,5,produt bom bonit barat,1
31634,5,satisfeit result,1
31635,5,tud cert entreg produt bom recom,1
31636,5,produt ótim qual fof,1
31637,4,produt simpl boa qual,1
31638,2,sr anunci cap cour celul nao conf model anunci coloc celul cap boto microfon fic bloqu aces,0
31639,3,aind experiment produt poss avali,0
31640,5,otim,1
31641,5,empr confianç,1
31642,5,cheg ant praz,1
31643,3,respeit pratel receb parafus afix acredit dev acompanh produt,0
31644,5,produt receb 3 seman anteced,1
31645,5,receb produt bem ant praz anunci efici agradeç,1
31646,4,control enquant expect obrig entreg rápid,1
31647,5,otim produt aind receb ant praz entreg,1
31648,5,ant praz aind utiliz porém aparent encontr bom est,1
31649,4,receb produt ant praz tud ok recom,1
31650,4,produt cheg perfeit est praz,1
31651,1,produt cheg praz quas seman envi mens empr respost respost açã prim vez tod ano compr stark,0
31652,5,produt bonit entreg sup rápid previs dia 16 cheg dia 28 sup indic,1
31653,5,produt bom vei bem ant praz,1
31654,4,esper produt,1
31655,5,produt cheg ant praz recom compr,1
31656,1,entreg cade ant praz por ate moment nao receb outr,0
31657,5,excel entreg sup rápid parabém,1
31658,1,compr dua faix soment envi,0
31659,5,tablet vei defeit dev faz,1
31660,5,gost entreg bem rápid dest vez parabém produt bom,1
31661,5,produt lind pesso bom gost,1
31662,4,vind volt difer ped aid recom sit,1
31663,4,nad declar,1
31664,5,continu assim,1
31665,5,receb ant praz produt exat descrit recom tod,1
31666,5,bom,1
31667,5,produt entreg dentr praz,1
31668,5,ótim qual entreg rápid recom,1
31669,1,entreg entr contat comig dar satisf,0
31670,3,receb produt respec not fiscal,0
31671,5,entreg rápid produt bom,1
31672,4,ok,1
31673,4,tud cert,1
31674,5,produt bom boa qual,1
31675,1,produt assist dentr garant volt funcion agor loj lannist fabric dão retorn satisf justiç red soc necess,0
31676,4,produt cheg praz recus ato entreg motiv desist,1
31677,5,excel,1
31678,5,produt bom empr sér cumpr diz,1
31679,5,satisfeit recom tod,1
31680,1,loj irrespons poi emit not fiscal avis produt quant temp iri ter fic apen diz aguard emiss not fiscal lev mê,0
31681,5,prim vez compr sempr entreg ant praz bom,1
31682,1,compr pag fret busc correi poss satisfeit pi abr reclam hoj esper respost marketplac,0
31683,5,produt entreg corret rápid acord ped vei bem embal bem satisfeit,1
31684,1,pres moment produt entreg dentr praz,0
31685,1,ped entreg praz dat hoj dat nad produt abr ocorr lannist verific motiv,0
31686,5,mercad entreg praz,1
31687,1,quer dinh volt receb mercad der explic,0
31688,1,aind nao vei produt,0
31689,1,produt pess qual skat boa qual kit seguranç vem junt nao prest capacet isop rest papel nenhum seguranç produ,0
31690,5,demor produt cheg compr sit,1
31691,3,receb apen suport tet cole pilh aind,0
31692,5,cheg ord dentr praz conform descr sit,1
31693,5,produt perfeit entreg rap sup recom loj,1
31694,5,entreg rápid tud perfeit,1
31695,2,loj entreg praz produt nao esper sit deu entend difer,0
31696,1,ola ont receb revoflex quebr falt pedaç quer sab troc lo,0
31697,5,entreg rápid produt maravilh,1
31698,5,produt cheg cert ant praz bem embal av,1
31699,5,cheg bem ant praz,1
31700,5,atenci atend,1
31701,5,tud cert produt show loj show,1
31702,5,cheg rápid tud conform ador relógi lind,1
31703,4,receb produt dentr praz,1
31704,5,loj boa compr algum vez sempr receb produt praz entreg recom,1
31705,4,aind comec us cartuch compr vc portant poss dar opin sobr produt,1
31706,2,compr dia dat previs cheg dia dat dat pres dat receb produt,0
31707,4,obrig,1
31708,5,sim compr sempr compr satisfeit produt praz entreg,1
31709,5,produt ótim aplic pel fic dia tod entreg 1 dia bem ant dat agend,1
31710,5,gost sup recom,1
31711,5,bom,1
31712,1,cad produt,0
31713,1,lig lig luz,0
31714,5,lind produt qual ame,1
31715,5,praz produt qual,1
31716,1,produt err quebr,0
31717,5,ped entreg rápid ant praz,1
31718,3,entreg aind,0
31719,1,solicit devoluç ferrament pont ferrug serr danific,0
31720,1,gost produt qual ruim ja vei descasc cam gost,0
31721,5,recom compr americ,1
31722,2,gost vei esper not 100 recom bom legal,0
31723,1,produt chin baix qual vaz águ conex expans nenhum mangu etc,0
31724,5,entreg rápid ant praz previst produt correspond expect moment uso 4 dia,1
31725,1,agu produt cheg dentr praz,0
31726,1,entreg,0
31727,5,td cert entreg dentr praz segund compr faç sit nenhum problem,1
31728,3,entreg rápid produt conform anúnci,0
31729,1,produt entreg,0
31730,5,produt entreg,1
31731,1,receb produt avari quer faz devoluç entr contat ninguém resolv nad,0
31732,5,produt otim qual,1
31733,3,produt vei ruim,0
31734,5,produt maravilh entreg ant praz,1
31735,5,neg td cert câm bonit lá bem cois entr microfon usb oi adquir compr adapt tir imag ótim,1
31736,5,otim,1
31737,5,produt entreg conform solicit recom tod,1
31738,1,vou avali loj pq sei motiv ter receb,0
31739,1,aind receb produt,0
31740,1,produt entreg praz estipul menos satisf dad esper retorn receb produt estorn alt import gast,0
31741,5,mes excel qual lind entreg rap surpreend mes vei bem embal assim evit dan,1
31742,1,ped entreg incomplet apes nf inform quant 2 embal noseclean dentr caix hav apen 1,0
31743,4,receb produt dentr praz estipul ótim cust benefíci recom,1
31744,1,receb compr metad,0
31745,5,ótim produt,1
31746,4,bom produt val pen,1
31747,5,produt qual entreg rápid,1
31748,1,deu err entreg ninguém lig envi email fal motiv hj receb produt pres aniversári filh,0
31749,5,rádi aparent bom bem compact aind test parec bom vem carreg acessóri,1
31750,1,verd propagand engan produt péss qual répl horr,0
31751,1,desd dia 16 10 trans correi produt aind cheg sed correi salv ba ninguém sab inform correi ond encontr encomend,0
31752,1,oqu acontec ped mand peç total difer compr nao consig fal ning tel email lannist vamoresolv,0
31753,4,únic problem q praz entreg long,1
31754,5,10,1
31755,1,quer telefon pra contat compr doi cofr cheg not fiscal,0
31756,3,encontr dificuldad receb mater poi ir dua agenc correi consegu retir tend pag fret receb residenc,0
31757,1,aind receb produt transtorn precis trabalh,0
